Longitude,Latitude,Time,X,Y,Z,Speed
8.6667,21.333,80.018,0.85871,-0.21587,-0.19844,0.98947
16,9.6667,80.081,0.83632,-0.22122,-0.19664,0.98947
4.3333,6,80.143,0.82122,-0.23186,-0.19297,0.92632
2,22,80.206,0.80507,-0.24148,-0.18667,0.92632
0.33333,2.3333,80.268,0.78953,-0.24938,-0.1791,0.92632
20.667,2.3333,80.336,0.77895,-0.2568,-0.17595,0.92632
18.333,8.3333,80.397,0.75179,-0.25648,-0.16673,0.92632
3.3333,23,80.461,0.7332,-0.25454,-0.16153,1.0947
19.333,12.667,80.523,0.71947,-0.25305,-0.1572,1.0947
4.3333,8.6667,80.585,0.69648,-0.25391,-0.14981,1.0947
3.3333,12.333,80.648,0.68479,-0.26029,-0.14564,1.0947
18.333,18,80.71,0.68084,-0.25796,-0.14398,1.0947
4,15.333,80.777,0.68011,-0.25861,-0.14172,1.0947
1.6667,22.667,80.84,0.67939,-0.25776,-0.14193,1.0947
3.6667,2.3333,80.902,0.67839,-0.2539,-0.14179,1.0947
0.66667,7,80.966,0.67836,-0.25428,-0.1402,1.0947
5.3333,18.667,81.044,0.67535,-0.25028,-0.13863,1.0947
2,11.667,81.107,0.67333,-0.24928,-0.13916,0.86316
1.3333,8.6667,81.17,0.6667,-0.243,-0.13813,0.86316
8.3333,1.3333,81.233,0.66683,-0.24322,-0.13855,0.86316
14,8.3333,81.295,0.66544,-0.24329,-0.13754,0.86316
10.667,11.667,81.358,0.66124,-0.23859,-0.13769,0.86316
26.667,16.667,81.42,0.65832,-0.23413,-0.13698,0.92632
12,6.6667,81.483,0.65556,-0.23312,-0.13463,0.92632
4.3333,22.667,81.549,0.65417,-0.23354,-0.13243,0.92632
21,23.667,81.613,0.65477,-0.23574,-0.13128,0.92632
20,25,81.675,0.65234,-0.23406,-0.13072,0.92632
2.6667,15.333,81.74,0.65195,-0.23291,-0.13065,1.0316
12.667,8.3333,81.802,0.65455,-0.23466,-0.13159,1.0316
8,20.667,81.863,0.65444,-0.23546,-0.1311,1.0316
11,13.667,81.925,0.65587,-0.2344,-0.13076,1.0316
11.667,16.667,81.988,0.65474,-0.23501,-0.13052,1.0316
23.333,18.333,82.053,0.65244,-0.2331,-0.12977,1.0316
19,2.3333,82.115,0.65295,-0.23364,-0.12948,1.0947
0.66667,19.333,82.18,0.65364,-0.23032,-0.12992,1.0947
0.66667,8,82.243,0.65408,-0.22963,-0.13042,1.0947
6.3333,6.3333,82.305,0.65235,-0.22904,-0.13007,1.0947
16,8.6667,82.367,0.65336,-0.23017,-0.12961,1.0947
25,7.6667,82.431,0.65165,-0.22914,-0.12926,1.0947
9,7,82.493,0.65294,-0.22877,-0.12971,1.2421
12,3.3333,82.557,0.65428,-0.22884,-0.12967,1.2421
2.6667,18,82.619,0.65348,-0.2289,-0.12963,1.2421
19.333,7.6667,82.681,0.65283,-0.2292,-0.12951,1.4947
19.333,6.6667,82.743,0.65435,-0.22856,-0.13064,1.4947
21,15.333,82.805,0.65346,-0.22856,-0.13053,1.4947
25.333,1.6667,82.869,0.65341,-0.22948,-0.12927,1.4947
1.3333,22,82.933,0.65493,-0.22874,-0.12921,1.4947
21.667,1,82.995,0.65447,-0.22953,-0.12888,1.2842
12.667,7.3333,83.058,0.65371,-0.22959,-0.12752,1.2842
7.6667,8.3333,83.121,0.65493,-0.23065,-0.1273,1.2842
1.3333,17.667,83.183,0.65393,-0.22891,-0.12667,1.2842
21.333,17,83.246,0.6538,-0.22831,-0.12635,1.2842
24,19,83.308,0.65401,-0.22858,-0.12603,1.2842
21,7.6667,83.374,0.654,-0.22831,-0.12643,1.2842
22.333,26.667,83.436,0.65491,-0.22663,-0.12652,1.2842
9.3333,8.3333,83.498,0.65501,-0.22621,-0.12612,1.2842
5.3333,13.667,83.561,0.65522,-0.22679,-0.12611,1.2842
10.333,3.6667,83.626,0.65507,-0.2258,-0.12649,1.6
7,24,83.688,0.65537,-0.22699,-0.12661,1.6
0.66667,6.6667,83.751,0.65452,-0.22477,-0.12609,1.6
8,2,83.813,0.65497,-0.22518,-0.12635,1.6
6.6667,10,83.876,0.65355,-0.2238,-0.12637,1.6
5.6667,26.667,83.938,0.65195,-0.22319,-0.12651,1.3684
9.3333,5.6667,84.001,0.64989,-0.22339,-0.12572,1.3684
14.333,8,84.066,0.64792,-0.22223,-0.12602,1.3684
3.3333,13.667,84.131,0.64731,-0.22042,-0.12626,1.3684
5.3333,17,84.194,0.64406,-0.21518,-0.12568,1.3684
13.333,10.667,84.256,0.64631,-0.21804,-0.12556,1.2
11,18.333,84.319,0.64042,-0.21488,-0.1252,1.2
19.667,3.6667,84.382,0.63704,-0.21195,-0.12758,1.2
8,2,84.447,0.63153,-0.21508,-0.12871,1.2
21.667,1.3333,84.508,0.62692,-0.21744,-0.13016,1.2
24.667,15,84.573,0.61413,-0.21966,-0.13388,1.2632
20.667,24,84.635,0.59684,-0.22683,-0.13259,1.2632
9,15.667,84.697,0.59056,-0.27249,-0.13033,1.2632
19.333,14.333,84.759,0.51901,-0.2942,-0.12165,1.2632
1,17.333,84.822,0.48441,-0.3325,-0.11261,1.2632
16.667,11,84.885,0.40366,-0.37589,-0.08747,1.3474
3,7,84.948,0.3988,-0.39649,-0.083108,1.3474
1.6667,16.333,85.01,0.42504,-0.39599,-0.096594,1.3474
1.6667,17,85.071,0.48067,-0.38058,-0.12061,1.3474
1,20.333,85.134,0.54675,-0.37175,-0.14043,1.3474
25.667,6.3333,85.196,0.61147,-0.35557,-0.15742,1.6211
14.333,8,85.258,0.66842,-0.33808,-0.16714,1.6211
20.333,0.66667,85.321,0.70779,-0.32576,-0.17091,1.6211
16,8,85.384,0.76372,-0.2991,-0.1747,1.6211
20,9.6667,85.448,0.78454,-0.26575,-0.17821,1.6211
8.6667,17.333,85.51,0.80026,-0.25209,-0.17424,1.4737
22.667,16.333,85.574,0.80506,-0.25164,-0.16542,1.4737
13.333,20.333,85.637,0.79874,-0.2513,-0.1616,1.4737
3.3333,23.667,85.699,0.78811,-0.25489,-0.15771,1.4737
21.667,24,85.762,0.78274,-0.25816,-0.15555,1.4737
18,2.3333,85.823,0.77762,-0.256,-0.15379,1.2842
10.333,14.333,85.885,0.77471,-0.25613,-0.15263,1.2842
19.333,1.3333,85.948,0.77158,-0.25582,-0.15041,1.2842
11.333,21.333,86.013,0.76388,-0.25245,-0.14799,1.2842
1.6667,8.6667,86.075,0.76051,-0.24958,-0.14816,1.2842
15.667,6.3333,86.138,0.75411,-0.24319,-0.14734,1.3474
8,7.3333,86.201,0.75318,-0.24267,-0.14816,1.3474
11,4,86.263,0.75072,-0.24267,-0.14771,1.3474
15.667,5.3333,86.325,0.75033,-0.24364,-0.14902,1.3474
8.6667,22.333,86.388,0.74773,-0.2372,-0.15009,1.3474
4,20,86.45,0.74759,-0.24198,-0.14903,1.3474
26.667,20,86.512,0.74282,-0.24229,-0.14661,1.0105
3,7.3333,86.579,0.74267,-0.24065,-0.14722,1.0105
9,3.3333,86.643,0.73911,-0.23809,-0.14715,1.0105
1.3333,1.3333,86.706,0.73707,-0.23831,-0.14644,1.0105
24.667,7.6667,86.769,0.73772,-0.2382,-0.14493,1.0105
10,17.667,86.831,0.73647,-0.2351,-0.14541,1.0105
26.667,17,86.893,0.7381,-0.23723,-0.14557,0.88421
14.667,15.333,86.959,0.73832,-0.23602,-0.1446,0.88421
15.333,5.6667,87.021,0.73738,-0.23422,-0.14687,0.88421
5.3333,11,87.083,0.7368,-0.23566,-0.14723,0.88421
6,7.6667,87.145,0.73747,-0.23605,-0.14717,0.88421
13,22.333,87.207,0.73569,-0.23707,-0.14744,0.88421
6,20.333,87.272,0.73317,-0.23421,-0.14811,1.1158
25,23.333,87.338,0.73442,-0.23614,-0.14765,1.1158
7.6667,11.333,87.401,0.73338,-0.23321,-0.14861,1.1158
25.667,20,87.467,0.73721,-0.23549,-0.15052,1.1158
22,2,87.529,0.73435,-0.23434,-0.14934,1.1158
9.3333,25.667,87.594,0.73694,-0.23615,-0.15001,1.1158
0.66667,18.333,87.657,0.73541,-0.23575,-0.14968,0.84211
9.3333,7,87.719,0.73781,-0.23475,-0.15018,0.84211
10.333,19.667,87.791,0.73928,-0.23522,-0.15041,0.84211
2.6667,13,87.854,0.73948,-0.2356,-0.15089,0.84211
26,23.333,87.915,0.7397,-0.23562,-0.15001,0.84211
5.3333,8.6667,87.978,0.7385,-0.23411,-0.14852,0.84211
4.6667,15,88.04,0.73843,-0.23409,-0.14908,0.98947
13.667,6.6667,88.103,0.7356,-0.23337,-0.14897,0.98947
13.667,3.6667,88.166,0.73354,-0.23423,-0.14807,0.98947
1.6667,6.6667,88.227,0.73344,-0.23294,-0.14862,0.98947
10,10,88.29,0.7333,-0.23352,-0.14846,0.98947
15.667,18.667,88.354,0.73388,-0.23432,-0.14788,0.77895
26.667,1.3333,88.416,0.7344,-0.23444,-0.1464,0.77895
11.667,18.667,88.48,0.73438,-0.23473,-0.14691,0.77895
18.667,7,88.542,0.73406,-0.23335,-0.14792,0.77895
0.66667,23,88.604,0.73598,-0.23435,-0.1482,0.77895
4.3333,14.667,88.666,0.73517,-0.2348,-0.1482,0.73684
24,12.333,88.728,0.73351,-0.23628,-0.14816,0.73684
1.3333,4.3333,88.792,0.72838,-0.23979,-0.14267,0.73684
1,7,88.855,0.72273,-0.24035,-0.13789,0.73684
15.333,10.667,88.92,0.71539,-0.24093,-0.13258,0.73684
9.3333,26,88.983,0.71019,-0.24287,-0.12757,0.77895
6,14,89.045,0.70436,-0.24265,-0.12481,0.77895
24.333,3.3333,89.108,0.68864,-0.23886,-0.11075,0.77895
18.333,24.667,89.172,0.67145,-0.25136,-0.10584,0.77895
10,12.333,89.234,0.64332,-0.24954,-0.098637,0.77895
11,24.333,89.296,0.60961,-0.25346,-0.094849,0.82105
5.6667,8,89.361,0.59432,-0.25825,-0.092117,0.82105
6.6667,21,89.423,0.53805,-0.28385,-0.083573,0.82105
23.667,1.6667,89.485,0.51429,-0.3107,-0.076993,0.82105
24.667,6,89.548,0.49355,-0.31641,-0.074988,0.82105
21,21,89.61,0.46753,-0.34011,-0.07148,0.92632
6.6667,18.667,89.672,0.44519,-0.36253,-0.075282,0.92632
15.667,24.333,89.735,0.43709,-0.37864,-0.084735,0.92632
5.6667,16.333,89.797,0.43953,-0.39298,-0.098473,0.92632
3.6667,14.667,89.861,0.45491,-0.40503,-0.11176,0.92632
18.667,20.333,89.924,0.47168,-0.41089,-0.12388,0.96842
24.333,23.667,89.988,0.5012,-0.41793,-0.13485,0.96842
20.333,24,90.051,0.51821,-0.41813,-0.14075,0.96842
22,23,90.114,0.55323,-0.41333,-0.1433,0.96842
6.3333,18.333,90.177,0.57723,-0.40544,-0.14763,0.96842
10.333,11,90.239,0.59221,-0.39532,-0.15149,1.1579
11.333,1.3333,90.302,0.62795,-0.37165,-0.16221,1.1579
25,6.6667,90.364,0.64887,-0.34971,-0.16716,1.1579
3,0.66667,90.427,0.67531,-0.33434,-0.17056,1.1579
14.333,10.333,90.49,0.70211,-0.31721,-0.16783,1.1579
16.667,24.333,90.555,0.72602,-0.30325,-0.1631,1.0526
7.6667,8.3333,90.618,0.74316,-0.29628,-0.15797,1.0526
5.3333,23.333,90.679,0.76483,-0.29375,-0.15382,1.0526
11,4,90.741,0.77659,-0.28796,-0.15005,1.0526
10,8.3333,90.804,0.79029,-0.27546,-0.14377,1.0526
4.3333,11.333,90.866,0.79474,-0.26526,-0.13929,1.1579
24,5.6667,90.93,0.79686,-0.2629,-0.13624,1.1579
12,20.667,90.993,0.79644,-0.2656,-0.13589,1.1579
18,6.6667,91.058,0.79032,-0.26833,-0.1345,1.1579
5.6667,23.667,91.12,0.79081,-0.27119,-0.13575,1.1579
12.667,8,91.185,0.78575,-0.26876,-0.1351,0.75789
1.3333,5.3333,91.248,0.78666,-0.26873,-0.13599,0.75789
13.333,19.333,91.31,0.78436,-0.26859,-0.13154,0.75789
7.3333,25.667,91.383,0.78265,-0.26803,-0.13034,0.75789
18.333,24.333,91.445,0.78165,-0.26601,-0.12963,0.75789
20,19,91.507,0.78025,-0.26242,-0.12953,1.0105
10.667,22,91.569,0.77424,-0.25902,-0.13035,1.0105
15,23.333,91.63,0.77031,-0.26083,-0.13006,1.0105
19.667,24,91.692,0.76791,-0.25981,-0.12713,1.0105
16.333,6.3333,91.757,0.76295,-0.25974,-0.12579,1.0105
15.667,17,91.819,0.76299,-0.26025,-0.12651,1.1579
2,6.6667,91.882,0.76012,-0.25993,-0.12651,1.1579
10,12,91.944,0.7603,-0.26038,-0.12642,1.1579
1,21,92.007,0.75835,-0.25858,-0.12413,1.1579
11,19.333,92.069,0.75574,-0.25783,-0.12443,1.1579
17.667,6.6667,92.131,0.75399,-0.25761,-0.1231,1.1579
15.667,20,92.194,0.75211,-0.25632,-0.12376,0.75789
26.333,24.333,92.256,0.7514,-0.2574,-0.12359,0.75789
12,22.667,92.318,0.74943,-0.25476,-0.12132,0.75789
21,26,92.381,0.75091,-0.25586,-0.1202,0.75789
15.333,4,92.444,0.74992,-0.25501,-0.12003,0.75789
0.66667,23,92.507,0.74882,-0.25589,-0.11991,0.75789
13.667,20.333,92.569,0.74967,-0.2546,-0.11945,1.6421
11,20.333,92.631,0.74844,-0.25435,-0.12123,1.6421
6,12.333,92.694,0.74913,-0.25592,-0.12127,1.6421
6.3333,10.333,92.757,0.74813,-0.25731,-0.1209,1.6421
12,3,92.819,0.74881,-0.25658,-0.12224,1.6421
24.667,12.333,92.882,0.74904,-0.25738,-0.12199,1.6421
8.6667,4,92.949,0.74976,-0.25717,-0.12188,1.6421
7.6667,8,93.011,0.74927,-0.25564,-0.12168,1.6421
10,10.333,93.076,0.75017,-0.25628,-0.12108,1.3895
13.333,24.667,93.139,0.75122,-0.25504,-0.12144,1.3895
22,5.3333,93.201,0.75131,-0.2539,-0.12201,1.3895
6.3333,17.667,93.263,0.75205,-0.25276,-0.12258,1.3895
0.66667,10.667,93.326,0.75087,-0.25295,-0.12294,1.3895
8.3333,5.3333,93.387,0.75111,-0.25205,-0.12253,1.2842
8,1,93.449,0.75057,-0.25364,-0.12244,1.2842
22.333,21.667,93.512,0.7504,-0.25214,-0.12287,1.2842
3.6667,8.6667,93.574,0.75154,-0.252,-0.1229,1.2842
22,20,93.638,0.75251,-0.25345,-0.12212,1.2842
23,16,93.701,0.75304,-0.25635,-0.11982,1.4526
15,8,93.763,0.75431,-0.25423,-0.11997,1.4526
0.66667,22,93.834,0.75856,-0.2504,-0.12105,1.4526
13.667,24,93.897,0.76369,-0.25214,-0.12099,1.4526
19.333,16,93.959,0.76946,-0.25183,-0.12224,1.4526
18.667,22,94.021,0.77619,-0.2509,-0.12232,1.2421
24,15,94.083,0.77956,-0.24965,-0.12306,1.2421
19,22,94.147,0.78175,-0.25033,-0.12388,1.2421
25,1.3333,94.209,0.78006,-0.24649,-0.11575,1.2421
0.33333,22.667,94.271,0.78498,-0.24329,-0.10763,1.2421
22,3.3333,94.333,0.82242,-0.24377,-0.11049,1.6211
1,4.3333,94.395,0.91016,-0.16787,-0.1487,1.6211
14,19.667,94.461,0.97143,-0.04889,-0.19394,1.6211
17.667,5.6667,94.523,1.0189,-0.015867,-0.22792,1.6211
20.333,20,94.585,0.99269,-0.028074,-0.24635,1.6211
7.6667,23.333,94.649,0.95359,-0.049511,-0.24524,1.2842
16.333,5.6667,94.711,0.86059,-0.14301,-0.24562,1.2842
24,19.667,94.773,0.79055,-0.19125,-0.2358,1.2842
17.333,16.667,94.836,0.74739,-0.22721,-0.21903,1.2842
21,14,94.898,0.706,-0.27718,-0.17785,1.2842
13.333,25.667,94.962,0.69119,-0.29258,-0.15279,1.2421
11,5,95.025,0.68323,-0.28416,-0.14,1.2421
23.667,5.6667,95.087,0.7008,-0.27428,-0.14044,1.2421
19,17.667,95.15,0.70553,-0.25522,-0.14063,1.2421
22.333,20,95.212,0.7116,-0.25358,-0.14257,1.2421
0.33333,10,95.277,0.70958,-0.25649,-0.14014,1.1579
2.6667,26.333,95.339,0.70987,-0.26086,-0.13951,1.1579
14.667,1,95.401,0.70927,-0.25729,-0.13926,1.1579
23,9,95.464,0.71359,-0.25882,-0.14029,1.1579
7.3333,17.667,95.526,0.7119,-0.25753,-0.14171,1.1579
21,1.3333,95.588,0.71459,-0.26233,-0.13979,1.3263
17.333,3.6667,95.651,0.71564,-0.26651,-0.13897,1.3263
19.667,6.6667,95.713,0.71466,-0.26318,-0.13951,1.3263
24,23,95.775,0.71429,-0.26135,-0.13938,1.3263
20.667,24.667,95.838,0.71614,-0.26158,-0.14092,1.3263
5.6667,0.33333,95.9,0.71776,-0.26154,-0.1422,1.4526
1.3333,6.6667,95.962,0.7155,-0.25851,-0.14243,1.4526
4.3333,16.333,96.024,0.71431,-0.25898,-0.14132,1.4526
19.333,26.333,96.098,0.71091,-0.25891,-0.13953,1.4526
3.6667,26.333,96.162,0.70204,-0.24789,-0.13979,1.4526
6,16.667,96.224,0.69697,-0.24226,-0.13902,1.6
12.333,25.333,96.286,0.71145,-0.26185,-0.13858,1.6
12.667,10,96.348,0.71282,-0.26521,-0.13856,1.6
2.6667,6.3333,96.412,0.71541,-0.26477,-0.14295,1.6
13.667,15.333,96.474,0.72225,-0.26969,-0.1474,1.6
2.3333,15,96.537,0.71041,-0.26418,-0.146,1.5789
4.6667,7.6667,96.598,0.69893,-0.25549,-0.14209,1.5789
20,23.333,96.678,0.69535,-0.25995,-0.14305,1.5789
9,22.667,96.74,0.70305,-0.27178,-0.14621,1.5789
8.3333,17.333,96.802,0.70611,-0.2771,-0.15023,1.5789
22,19.333,96.866,0.70466,-0.27898,-0.15276,1.1579
26.333,7.3333,96.928,0.70194,-0.29194,-0.16028,1.1579
26,3.3333,96.991,0.69274,-0.29759,-0.1557,1.1579
15.667,4.3333,97.054,0.69381,-0.30844,-0.15359,1.1579
6.3333,18,97.116,0.67795,-0.31184,-0.15532,1.1579
8,9,97.18,0.66862,-0.30856,-0.15482,1.3474
18,16.667,97.242,0.65257,-0.29716,-0.15146,1.3474
15.333,21,97.304,0.64054,-0.28717,-0.15026,1.3474
5.3333,19.667,97.367,0.63422,-0.27947,-0.14755,1.3474
25.667,19.667,97.429,0.64043,-0.27384,-0.1417,1.3474
9,1.6667,97.494,0.6655,-0.27991,-0.15167,0.84211
4,6.3333,97.556,0.67972,-0.27738,-0.1598,0.84211
9,12.667,97.62,0.69779,-0.28102,-0.1685,0.84211
3.3333,24,97.682,0.69057,-0.28833,-0.16239,0.84211
20.667,14.667,97.744,0.68875,-0.28734,-0.1608,0.84211
21.333,1.6667,97.809,0.69131,-0.28863,-0.15901,1.1368
15.667,21.333,97.874,0.69152,-0.29239,-0.15818,1.1368
2.3333,20.667,97.936,0.6942,-0.29114,-0.15741,1.1368
5.3333,13.667,97.998,0.68667,-0.28277,-0.15404,1.1368
21,1,98.061,0.68041,-0.27884,-0.15153,1.1368
9.6667,26.333,98.123,0.6743,-0.27736,-0.14366,1.1158
22.667,6.6667,98.186,0.66931,-0.27316,-0.1408,1.1158
3.6667,24.333,98.248,0.67866,-0.27374,-0.14686,1.1158
18.667,12,98.31,0.68786,-0.28104,-0.15074,1.1158
5.3333,2,98.373,0.69249,-0.27933,-0.15394,1.1158
10.667,2.6667,98.436,0.69141,-0.27956,-0.15459,0.82105
9.3333,10,98.498,0.68678,-0.2803,-0.15368,0.82105
24.667,14,98.563,0.68506,-0.28169,-0.15254,0.82105
22.667,10.333,98.624,0.67307,-0.27764,-0.14478,0.82105
17,0.33333,98.687,0.65893,-0.27877,-0.14408,0.82105
23.333,19.333,98.749,0.64246,-0.27711,-0.14535,1.0526
6,9.3333,98.811,0.64553,-0.28573,-0.14561,1.0526
2,17.667,98.879,0.63983,-0.28171,-0.1443,1.0526
18.333,4.6667,98.954,0.64175,-0.28105,-0.143,1.0526
14.333,16.667,99.015,0.63983,-0.2755,-0.14111,1.0526
14,11.333,99.077,0.63958,-0.27906,-0.14093,0.8
7,18.333,99.14,0.63663,-0.28154,-0.13809,0.8
23,5,99.203,0.63459,-0.28125,-0.13706,0.8
22,23.667,99.267,0.63355,-0.2827,-0.13581,0.8
0.66667,4.3333,99.33,0.6325,-0.28415,-0.13455,0.8
12.667,2.6667,99.393,0.62891,-0.28052,-0.13285,0.77895
25.333,20.333,99.456,0.62937,-0.28238,-0.13433,0.77895
12.333,24,99.518,0.62616,-0.28274,-0.13209,0.77895
22.667,6.6667,99.58,0.62752,-0.28667,-0.13222,0.77895
14.333,16,99.643,0.62358,-0.28817,-0.1331,0.77895
11.667,2.3333,99.706,0.62404,-0.28994,-0.13174,0.86316
0.66667,7.3333,99.768,0.62037,-0.29209,-0.13044,0.86316
13.667,22.667,99.83,0.61558,-0.29431,-0.12763,0.86316
23.667,18.333,99.894,0.61621,-0.29814,-0.12532,0.86316
24.333,13,99.955,0.61501,-0.29759,-0.12407,0.86316
7.6667,9.6667,100.02,0.62017,-0.29649,-0.118,0.88421
3.6667,6,100.08,0.63161,-0.29166,-0.11159,0.88421
0.33333,6.3333,100.16,0.65357,-0.28597,-0.10959,0.88421
8.6667,20.667,100.22,0.70074,-0.29,-0.10808,0.88421
14.333,10.667,100.28,0.74332,-0.28685,-0.11476,0.88421
22.333,22,100.34,0.79539,-0.28075,-0.12762,0.90526
18,14.333,100.41,0.86367,-0.28375,-0.1436,0.90526
24.667,3,100.47,0.89525,-0.27154,-0.14852,0.90526
20.333,1.3333,100.53,0.94207,-0.21646,-0.15783,0.90526
4.6667,25.333,100.59,0.97495,-0.19828,-0.16408,0.90526
26,16.667,100.66,0.98903,-0.19256,-0.17121,0.84211
9.3333,26.667,100.72,1.0063,-0.19207,-0.18077,0.84211
16,13,100.78,1.009,-0.19884,-0.18572,0.84211
19.667,26.333,100.85,1.0101,-0.20934,-0.18673,0.84211
23.333,15.333,100.91,1.0007,-0.21336,-0.19946,0.84211
9,6.3333,100.97,0.99361,-0.21296,-0.20386,0.86316
12.667,3.3333,101.03,0.98513,-0.2194,-0.22106,0.86316
4.6667,3.6667,101.1,0.97854,-0.22094,-0.23301,0.86316
12.667,20,101.16,0.97263,-0.21948,-0.23923,0.86316
12.333,4,101.22,0.96469,-0.21698,-0.2465,0.86316
3.6667,5,101.29,0.9606,-0.21928,-0.25032,1.0526
17.333,10.667,101.35,0.95523,-0.21861,-0.25169,1.0526
24,9,101.41,0.94783,-0.21863,-0.25509,1.0526
11.667,12.333,101.47,0.94042,-0.21864,-0.25848,1.0526
5,3,101.54,0.93502,-0.22037,-0.264,1.0526
8,4.6667,101.6,0.92882,-0.22529,-0.26457,1.1368
1.6667,17.333,101.66,0.93098,-0.23257,-0.26709,1.1368
1.6667,21.333,101.72,0.91395,-0.23177,-0.26392,1.1368
1,10,101.79,0.90214,-0.22753,-0.26417,1.1368
15,8.3333,101.85,0.89176,-0.22878,-0.26525,1.1368
15.333,24,101.91,0.87556,-0.22656,-0.26551,0.75789
8.3333,19.333,101.97,0.86412,-0.22276,-0.26635,0.75789
20.333,11,102.04,0.85145,-0.22345,-0.26748,0.75789
18,5,102.1,0.84134,-0.22165,-0.27042,0.75789
25.333,1.6667,102.16,0.83254,-0.22063,-0.27238,0.75789
13,25.333,102.22,0.81877,-0.2167,-0.27591,0.84211
14,11.333,102.28,0.81325,-0.22763,-0.27953,0.84211
21.333,16,102.34,0.80464,-0.23572,-0.27841,0.84211
15.333,14,102.41,0.79546,-0.24495,-0.27803,0.84211
20.667,24,102.47,0.78299,-0.25532,-0.27802,0.84211
24.667,5,102.53,0.76816,-0.25984,-0.27668,0.98947
5.6667,2.6667,102.59,0.7609,-0.26768,-0.27688,0.98947
16.333,1.6667,102.65,0.75356,-0.26606,-0.27634,0.98947
12.667,1.3333,102.72,0.74107,-0.26752,-0.27477,0.98947
16.667,18.333,102.78,0.73447,-0.26897,-0.27301,0.98947
5.6667,13,102.84,0.73066,-0.26787,-0.27268,1.0947
18.333,25,102.9,0.72872,-0.2631,-0.27412,1.0947
0.66667,11,102.97,0.72804,-0.26107,-0.273,1.0947
6.3333,23.333,103.03,0.72401,-0.26048,-0.27,1.0947
24.667,19,103.1,0.72105,-0.26108,-0.26769,1.0947
20.667,25.333,103.16,0.71878,-0.26071,-0.2659,1.0737
14.333,13,103.22,0.7171,-0.25885,-0.26488,1.0737
2,11.667,103.29,0.71518,-0.2561,-0.26405,1.0737
5.3333,13.667,103.35,0.71438,-0.25672,-0.26436,1.0737
0.33333,14,103.41,0.71247,-0.25337,-0.2652,1.0737
26,12.667,103.47,0.71302,-0.25447,-0.26443,0.96842
22.333,25.667,103.54,0.71192,-0.25304,-0.26576,0.96842
12,23,103.61,0.71268,-0.25347,-0.26656,0.96842
26.667,8.3333,103.68,0.71105,-0.25111,-0.26594,0.96842
21.333,19.333,103.74,0.71235,-0.25401,-0.26592,0.96842
13.333,23,103.81,0.71028,-0.2529,-0.26483,0.73684
3.6667,8.3333,103.87,0.70847,-0.25267,-0.26453,0.73684
5.6667,4.3333,103.93,0.70883,-0.253,-0.26215,0.73684
22.333,2.3333,103.99,0.70717,-0.25224,-0.26035,0.73684
8.6667,20,104.05,0.70674,-0.25164,-0.25896,0.73684
20,14.333,104.12,0.70495,-0.25041,-0.25889,0.73684
4.3333,12.333,104.19,0.70456,-0.2501,-0.25859,1.0526
19.667,21.333,104.25,0.70442,-0.24932,-0.25836,1.0526
1.6667,6,104.31,0.70434,-0.25048,-0.25923,1.0526
19.333,8.3333,104.37,0.70361,-0.25004,-0.25949,1.0526
3.3333,19.667,104.43,0.70434,-0.25001,-0.25964,1.0526
26.333,12.333,104.49,0.70275,-0.24851,-0.2609,1.0526
16,11,104.56,0.70224,-0.24742,-0.26125,1.4105
7.3333,7,104.62,0.70253,-0.24799,-0.25843,1.4105
11.667,15.667,104.69,0.70335,-0.24998,-0.25696,1.4105
25,21.667,104.75,0.70175,-0.24885,-0.25873,1.1789
13.667,1.6667,104.81,0.70381,-0.25121,-0.25962,1.1789
2,4,104.87,0.70202,-0.25142,-0.25979,1.1789
17.667,13.333,104.94,0.70498,-0.25299,-0.26124,1.1789
12,24,105,0.70227,-0.25113,-0.26083,1.1789
4,8.6667,105.06,0.70502,-0.25232,-0.26094,1.4947
21,7.6667,105.12,0.7049,-0.25409,-0.25913,1.4947
14.333,2,105.18,0.70336,-0.25784,-0.25606,1.4947
2.6667,1.6667,105.24,0.7048,-0.25863,-0.25397,1.4947
24.333,15.667,105.31,0.70198,-0.25897,-0.25138,1.4947
23.333,22.333,105.37,0.69801,-0.25881,-0.251,1.4737
1.6667,9.3333,105.44,0.69366,-0.25981,-0.24799,1.4737
17.333,9.3333,105.5,0.69022,-0.26521,-0.24419,1.4737
24,1.3333,105.56,0.68773,-0.26762,-0.24238,1.4737
9.3333,10.667,105.62,0.68468,-0.2673,-0.24045,1.4737
18,23.333,105.69,0.68345,-0.27339,-0.23544,1.3053
12.333,1,105.75,0.68096,-0.27391,-0.23287,1.3053
12,4.6667,105.82,0.67991,-0.27417,-0.23401,1.3053
0.66667,22.333,105.88,0.67889,-0.27154,-0.23476,1.3053
23,0.66667,105.94,0.6807,-0.27166,-0.23147,1.3053
25.333,12.667,106,0.68109,-0.27105,-0.22764,1.3895
13,22.333,106.07,0.68336,-0.2713,-0.22673,1.3895
15.333,24.333,106.13,0.68333,-0.26971,-0.22603,1.3895
26.667,13.667,106.19,0.68379,-0.26852,-0.22519,1.3895
11,22.667,106.25,0.68421,-0.27033,-0.22248,1.3895
6,15.333,106.31,0.6844,-0.26878,-0.21911,1.2211
23.333,20.667,106.38,0.68445,-0.26791,-0.21805,1.2211
18.667,8.6667,106.44,0.68233,-0.27079,-0.21614,1.2211
